,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6526,FDU43,12.86,regular,0.0578,fruits and vegetables,237.36,OUT027,1985,medium,Tier 3,supermarket type3,2145.21
6527,DRH11,5.98,low fat,0.0757,hard drinks,55.66,OUT045,2002,medium,Tier 2,supermarket type1,331.57
6528,FDC48,12.86,low fat,0.0278,baking goods,82.16,OUT019,1985,small,Tier 1,grocery store,412.8
6529,DRK39,7.02,low fat,0.0499,dairy,82.92,OUT046,1997,small,Tier 1,supermarket type1,1165.15
6530,FDB20,7.72,low fat,0.0521,fruits and vegetables,76.8,OUT049,1999,medium,Tier 1,supermarket type1,1324.28
6531,FDE51,5.92,regular,0.0964,dairy,45.61,OUT013,1987,high,Tier 3,supermarket type1,356.87
6532,FDX36,9.7,regular,0.1282,baking goods,224.84,OUT013,1987,high,Tier 3,supermarket type1,3600.65
6533,NCT29,12.6,low fat,0.0641,health and hygiene,122.34,OUT046,1997,small,Tier 1,supermarket type1,243.68
6534,FDU45,15.6,regular,0.0356,snack foods,112.15,OUT049,1999,medium,Tier 1,supermarket type1,1821.63
6535,FDF56,16.7,regular,0.1196,fruits and vegetables,181.0,OUT049,1999,medium,Tier 1,supermarket type1,4165.24
6538,FDB45,20.85,low fat,0.0214,fruits and vegetables,104.63,OUT018,2009,medium,Tier 3,supermarket type2,1149.84
6539,NCT42,12.86,low fat,0.0248,household,151.04,OUT027,1985,medium,Tier 3,supermarket type3,3281.06
6540,FDP52,18.7,regular,0.0707,frozen foods,230.2,OUT046,1997,small,Tier 1,supermarket type1,5742.52
6542,FDU48,18.85,low fat,0.0557,baking goods,133.33,OUT017,2007,medium,Tier 2,supermarket type1,263.66
6543,FDS43,11.65,low fat,0.0405,fruits and vegetables,186.92,OUT035,2004,small,Tier 2,supermarket type1,2237.09
6544,NCM41,16.5,low fat,0.0356,health and hygiene,93.11,OUT013,1987,high,Tier 3,supermarket type1,932.12
6545,FDP37,15.6,low fat,0.1437,breakfast,128.2,OUT018,2009,medium,Tier 3,supermarket type2,2184.49
6546,FDJ44,12.3,regular,0.1065,fruits and vegetables,173.24,OUT045,2002,medium,Tier 2,supermarket type1,3139.91
6548,FDC20,10.65,low fat,0.0241,fruits and vegetables,56.63,OUT017,2007,medium,Tier 2,supermarket type1,447.42
6549,FDF02,16.2,low fat,0.1041,canned,102.5,OUT017,2007,medium,Tier 2,supermarket type1,2063.98
6550,FDX38,10.5,regular,0.0484,dairy,48.24,OUT018,2009,medium,Tier 3,supermarket type2,527.31
6551,FDN50,12.86,regular,0.0264,canned,92.81,OUT027,1985,medium,Tier 3,supermarket type3,2609.94
6552,FDA07,7.55,regular,0.031,fruits and vegetables,123.41,OUT045,2002,medium,Tier 2,supermarket type1,2082.62
6553,FDT49,12.86,low fat,0.1507,canned,104.73,OUT027,1985,medium,Tier 3,supermarket type3,2450.14
6554,FDA09,13.35,regular,0.1496,snack foods,179.47,OUT049,1999,medium,Tier 1,supermarket type1,3775.09
6555,FDV43,16.0,low fat,0.0773,fruits and vegetables,44.51,OUT017,2007,medium,Tier 2,supermarket type1,713.74
6556,FDK58,12.86,regular,0.0788,snack foods,103.0,OUT019,1985,small,Tier 1,grocery store,202.4
6557,FDL22,16.85,low fat,0.0364,snack foods,90.75,OUT013,1987,high,Tier 3,supermarket type1,2263.72
6558,FDP56,8.18,low fat,0.0467,fruits and vegetables,49.97,OUT017,2007,medium,Tier 2,supermarket type1,837.58
6559,DRL47,19.7,low fat,0.0,hard drinks,125.94,OUT049,1999,medium,Tier 1,supermarket type1,1635.87
6560,NCT17,10.8,low fat,0.0419,health and hygiene,189.72,OUT046,1997,small,Tier 1,supermarket type1,5841.06
6561,FDR12,12.6,regular,0.0317,baking goods,172.58,OUT017,2007,medium,Tier 2,supermarket type1,1030.66
6563,FDG04,13.1,low fat,0.0061,frozen foods,185.09,OUT018,2009,medium,Tier 3,supermarket type2,1870.9
6564,FDV19,14.85,regular,0.0355,fruits and vegetables,162.26,OUT017,2007,medium,Tier 2,supermarket type1,3690.53
6565,FDS55,12.86,low fat,0.1421,fruits and vegetables,150.37,OUT019,1985,small,Tier 1,grocery store,296.95
6566,FDM50,13.0,regular,0.0301,canned,58.02,OUT013,1987,high,Tier 3,supermarket type1,898.83
6567,DRF13,12.1,low fat,0.0298,soft drinks,146.94,OUT046,1997,small,Tier 1,supermarket type1,1596.59
6570,FDP24,20.6,low fat,0.0832,baking goods,121.08,OUT045,2002,medium,Tier 2,supermarket type1,1696.46
6571,FDC16,11.5,regular,0.0206,dairy,86.05,OUT035,2004,small,Tier 2,supermarket type1,1384.86
6572,NCB42,11.8,low fat,0.0086,health and hygiene,114.85,OUT017,2007,medium,Tier 2,supermarket type1,1390.19
6573,FDN01,8.9,low fat,0.1212,breakfast,177.04,OUT010,1998,medium,Tier 3,grocery store,176.44
6574,FDT34,9.3,low fat,0.1747,snack foods,104.1,OUT045,2002,medium,Tier 2,supermarket type1,1788.34
6575,FDA52,12.86,regular,0.1278,frozen foods,177.04,OUT027,1985,medium,Tier 3,supermarket type3,4587.36
6577,NCR41,17.85,low fat,0.0181,health and hygiene,94.91,OUT017,2007,medium,Tier 2,supermarket type1,761.68
6578,FDX23,6.44,low fat,0.0299,baking goods,94.14,OUT017,2007,medium,Tier 2,supermarket type1,1418.15
6579,FDP39,12.65,low fat,0.1162,meat,53.53,OUT010,1998,medium,Tier 3,grocery store,415.46
6580,NCH07,13.15,low fat,0.0926,household,157.86,OUT035,2004,small,Tier 2,supermarket type1,3803.05
6581,FDW47,12.86,low fat,0.0812,breads,121.74,OUT019,1985,small,Tier 1,grocery store,365.52
6582,DRD13,15.0,low fat,0.0491,soft drinks,61.92,OUT035,2004,small,Tier 2,supermarket type1,767.0
6583,FDR48,11.65,low fat,0.1314,baking goods,151.9,OUT013,1987,high,Tier 3,supermarket type1,1669.83
6584,FDE17,20.1,regular,0.0,frozen foods,152.24,OUT010,1998,medium,Tier 3,grocery store,151.14
6585,FDP60,17.35,low fat,0.0,baking goods,102.9,OUT046,1997,small,Tier 1,supermarket type1,1922.83
6586,FDD57,18.1,low fat,0.0225,fruits and vegetables,95.01,OUT017,2007,medium,Tier 2,supermarket type1,1713.77
6587,FDW13,8.5,low fat,0.1638,canned,51.33,OUT010,1998,medium,Tier 3,grocery store,311.59
6588,FDN24,14.1,low fat,0.1135,baking goods,56.2,OUT045,2002,medium,Tier 2,supermarket type1,1364.89
6589,FDJ34,11.8,regular,0.0942,snack foods,126.27,OUT017,2007,medium,Tier 2,supermarket type1,2002.73
6590,FDD46,6.04,low fat,0.1411,snack foods,155.1,OUT013,1987,high,Tier 3,supermarket type1,3691.2
6591,FDF46,12.86,low fat,0.164,snack foods,113.28,OUT019,1985,small,Tier 1,grocery store,575.92
6592,NCE43,12.5,low fat,0.1731,household,168.44,OUT010,1998,medium,Tier 3,grocery store,170.44
6593,FDN27,20.85,low fat,0.0396,meat,116.88,OUT035,2004,small,Tier 2,supermarket type1,820.27
6594,FDW52,14.0,regular,0.0376,frozen foods,162.65,OUT049,1999,medium,Tier 1,supermarket type1,4275.77
6595,DRH03,17.25,low fat,0.0351,dairy,92.41,OUT046,1997,small,Tier 1,supermarket type1,1304.97
6596,NCM29,11.5,low fat,0.0177,health and hygiene,129.26,OUT045,2002,medium,Tier 2,supermarket type1,1705.11
6597,FDR58,6.68,low fat,0.042,snack foods,93.25,OUT049,1999,medium,Tier 1,supermarket type1,1480.74
6598,FDY50,5.8,low fat,0.131,dairy,90.32,OUT046,1997,small,Tier 1,supermarket type1,1338.26
6599,FDE16,8.9,low fat,0.0265,frozen foods,208.5,OUT017,2007,medium,Tier 2,supermarket type1,6251.86
6600,NCE31,7.67,low fat,0.1851,household,32.92,OUT049,1999,medium,Tier 1,supermarket type1,588.57
6601,FDE53,10.9,low fat,0.0269,frozen foods,106.13,OUT045,2002,medium,Tier 2,supermarket type1,319.58
6602,DRK11,8.21,low fat,0.0,hard drinks,148.24,OUT045,2002,medium,Tier 2,supermarket type1,1491.39
6603,DRH13,8.57,low fat,0.0239,soft drinks,107.13,OUT013,1987,high,Tier 3,supermarket type1,958.75
6604,FDA11,7.75,low fat,0.0434,baking goods,93.14,OUT018,2009,medium,Tier 3,supermarket type2,1418.15
6605,DRL35,12.86,low fat,0.0306,hard drinks,41.88,OUT027,1985,medium,Tier 3,supermarket type3,1125.2
6607,FDI07,12.35,regular,0.034,meat,197.24,OUT017,2007,medium,Tier 2,supermarket type1,2966.14
6608,FDI32,17.7,low fat,0.1742,fruits and vegetables,117.18,OUT013,1987,high,Tier 3,supermarket type1,691.1
6609,DRL60,8.52,low fat,0.0272,soft drinks,151.07,OUT018,2009,medium,Tier 3,supermarket type2,1829.62
6610,NCY17,18.2,low fat,0.1631,health and hygiene,43.31,OUT035,2004,small,Tier 2,supermarket type1,758.35
6611,DRH36,12.86,low fat,0.0584,soft drinks,73.07,OUT019,1985,small,Tier 1,grocery store,223.71
6612,FDX02,16.0,low fat,0.057,dairy,225.94,OUT035,2004,small,Tier 2,supermarket type1,1350.24
6613,FDG46,8.63,regular,0.033,snack foods,115.05,OUT049,1999,medium,Tier 1,supermarket type1,1366.22
6614,FDM60,10.8,regular,0.0,baking goods,40.71,OUT017,2007,medium,Tier 2,supermarket type1,406.14
6615,FDJ22,18.75,low fat,0.053,snack foods,192.55,OUT018,2009,medium,Tier 3,supermarket type2,2109.25
6616,FDU59,5.78,low fat,0.0963,breads,161.96,OUT013,1987,high,Tier 3,supermarket type1,2111.92
6617,FDL38,13.8,regular,0.0148,canned,90.72,OUT045,2002,medium,Tier 2,supermarket type1,1338.26
6618,FDZ23,17.75,regular,0.0674,baking goods,184.72,OUT013,1987,high,Tier 3,supermarket type1,1677.82
6619,FDX52,11.5,regular,0.0422,frozen foods,194.68,OUT018,2009,medium,Tier 3,supermarket type2,2316.98
6620,NCB42,11.8,low fat,0.0086,health and hygiene,117.65,OUT045,2002,medium,Tier 2,supermarket type1,1158.49
6621,NCU18,15.1,low fat,0.0562,household,140.55,OUT017,2007,medium,Tier 2,supermarket type1,2681.84
6623,DRZ11,8.85,regular,0.1126,soft drinks,122.04,OUT013,1987,high,Tier 3,supermarket type1,1609.9
6624,NCL54,12.6,low fat,0.0832,household,174.51,OUT017,2007,medium,Tier 2,supermarket type1,2626.58
6625,FDS19,13.8,regular,0.0642,fruits and vegetables,75.8,OUT035,2004,small,Tier 2,supermarket type1,1138.52
6626,DRB13,6.12,regular,0.0071,soft drinks,188.65,OUT049,1999,medium,Tier 1,supermarket type1,3605.31
6627,DRI51,17.25,low fat,0.0707,dairy,170.38,OUT010,1998,medium,Tier 3,grocery store,343.55
6628,FDS57,12.86,low fat,0.1029,snack foods,142.05,OUT027,1985,medium,Tier 3,supermarket type3,2719.79
6629,FDT39,6.26,regular,0.0099,meat,150.74,OUT045,2002,medium,Tier 2,supermarket type1,2418.19
6630,FDH48,13.5,low fat,0.1012,baking goods,86.25,OUT010,1998,medium,Tier 3,grocery store,173.11
6631,NCB18,19.6,low fat,0.0691,household,90.15,OUT010,1998,medium,Tier 3,grocery store,442.76
6632,FDR25,12.86,regular,0.1388,canned,263.79,OUT027,1985,medium,Tier 3,supermarket type3,1324.94
6633,FDV21,11.5,low fat,0.1711,snack foods,126.37,OUT035,2004,small,Tier 2,supermarket type1,3880.28
6634,DRH23,14.65,low fat,0.0,hard drinks,54.96,OUT049,1999,medium,Tier 1,supermarket type1,552.61
6635,FDS52,8.89,low fat,0.0055,frozen foods,102.8,OUT018,2009,medium,Tier 3,supermarket type2,1012.02
6636,NCC31,8.02,low fat,0.0333,household,154.3,OUT010,1998,medium,Tier 3,grocery store,1090.58
6637,FDU03,18.7,regular,0.0921,meat,183.33,OUT017,2007,medium,Tier 2,supermarket type1,2006.72
6638,FDG50,7.4,low fat,0.0153,canned,89.71,OUT049,1999,medium,Tier 1,supermarket type1,547.29
6639,FDY31,5.98,low fat,0.0435,fruits and vegetables,148.44,OUT013,1987,high,Tier 3,supermarket type1,2354.27
6640,FDX39,12.86,regular,0.0494,meat,209.76,OUT027,1985,medium,Tier 3,supermarket type3,5487.52
6641,FDE46,12.86,low fat,0.0276,snack foods,149.54,OUT019,1985,small,Tier 1,grocery store,604.55
6642,NCN29,15.2,low fat,0.0121,health and hygiene,48.7,OUT045,2002,medium,Tier 2,supermarket type1,680.45
6643,DRF13,12.1,low fat,0.0299,soft drinks,146.34,OUT017,2007,medium,Tier 2,supermarket type1,3773.75
6644,FDT46,12.86,low fat,0.0539,snack foods,52.1,OUT019,1985,small,Tier 1,grocery store,50.6
6645,FDS58,9.28,regular,0.0,snack foods,161.56,OUT046,1997,small,Tier 1,supermarket type1,4653.28
6646,FDX52,12.86,regular,0.0735,frozen foods,192.28,OUT019,1985,small,Tier 1,grocery store,386.16
6648,FDX44,9.3,low fat,0.043,fruits and vegetables,89.42,OUT049,1999,medium,Tier 1,supermarket type1,1159.82
6649,DRO35,13.85,low fat,0.0346,hard drinks,117.45,OUT046,1997,small,Tier 1,supermarket type1,3243.78
6650,FDC59,16.7,regular,0.0547,starchy foods,65.72,OUT045,2002,medium,Tier 2,supermarket type1,1086.59
6651,FDB12,11.15,regular,0.1055,baking goods,105.86,OUT049,1999,medium,Tier 1,supermarket type1,1973.43
6652,FDU26,16.7,regular,0.0426,dairy,117.28,OUT035,2004,small,Tier 2,supermarket type1,715.07
6653,NCF30,17.0,low fat,0.1268,household,124.54,OUT018,2009,medium,Tier 3,supermarket type2,1132.53
6654,FDX20,7.36,low fat,0.0425,fruits and vegetables,228.37,OUT013,1987,high,Tier 3,supermarket type1,4527.44
6655,FDN02,16.5,low fat,0.0738,canned,207.26,OUT035,2004,small,Tier 2,supermarket type1,5383.66
6656,DRC27,13.8,low fat,0.0973,dairy,245.78,OUT010,1998,medium,Tier 3,grocery store,245.68
6657,FDZ38,12.86,low fat,0.014,dairy,171.34,OUT019,1985,small,Tier 1,grocery store,862.21
6658,DRH25,18.7,low fat,0.0244,soft drinks,52.93,OUT010,1998,medium,Tier 3,grocery store,51.93
6659,FDK21,7.9,low fat,0.01,snack foods,250.44,OUT046,1997,small,Tier 1,supermarket type1,3004.09
6660,FDT01,13.65,regular,0.1845,canned,211.49,OUT049,1999,medium,Tier 1,supermarket type1,4035.41
6661,FDZ09,17.6,low fat,0.105,snack foods,163.89,OUT049,1999,medium,Tier 1,supermarket type1,3111.95
6662,DRL37,15.5,low fat,0.0536,soft drinks,44.18,OUT018,2009,medium,Tier 3,supermarket type2,173.11
6663,FDN49,17.25,regular,0.1257,breakfast,41.75,OUT018,2009,medium,Tier 3,supermarket type2,199.74
6664,FDC22,6.89,regular,0.1367,snack foods,194.88,OUT045,2002,medium,Tier 2,supermarket type1,4440.89
6665,FDT33,7.81,regular,0.0341,snack foods,165.12,OUT018,2009,medium,Tier 3,supermarket type2,1838.27
6666,NCB43,20.2,low fat,0.1003,household,188.69,OUT018,2009,medium,Tier 3,supermarket type2,3367.62
6667,DRI25,12.86,low fat,0.0337,soft drinks,56.66,OUT027,1985,medium,Tier 3,supermarket type3,607.88
6668,FDD21,10.3,regular,0.0306,fruits and vegetables,113.12,OUT046,1997,small,Tier 1,supermarket type1,4695.22
6669,FDS23,4.64,low fat,0.1409,breads,126.5,OUT035,2004,small,Tier 2,supermarket type1,1670.49
6671,DRI03,12.86,low fat,0.0398,dairy,176.9,OUT019,1985,small,Tier 1,grocery store,708.41
6672,FDU58,6.61,regular,0.0,snack foods,186.49,OUT045,2002,medium,Tier 2,supermarket type1,2993.44
6673,FDL09,12.86,regular,0.1274,snack foods,167.48,OUT027,1985,medium,Tier 3,supermarket type3,1006.69
6675,FDP03,5.15,regular,0.0611,meat,122.54,OUT013,1987,high,Tier 3,supermarket type1,371.52
6676,FDI21,12.86,regular,0.0563,snack foods,63.92,OUT027,1985,medium,Tier 3,supermarket type3,1597.92
6677,FDW45,18.0,low fat,0.039,snack foods,147.74,OUT046,1997,small,Tier 1,supermarket type1,4119.97
6678,NCA18,10.1,low fat,0.0939,household,115.95,OUT010,1998,medium,Tier 3,grocery store,231.7
6679,FDN32,12.86,low fat,0.0155,fruits and vegetables,185.63,OUT027,1985,medium,Tier 3,supermarket type3,4979.52
6680,FDR15,12.86,regular,0.0333,meat,153.83,OUT027,1985,medium,Tier 3,supermarket type3,3723.15
6681,DRK11,8.21,low fat,0.0108,hard drinks,149.94,OUT049,1999,medium,Tier 1,supermarket type1,1938.81
6682,DRG49,7.81,low fat,0.0677,soft drinks,242.65,OUT018,2009,medium,Tier 3,supermarket type2,2199.14
6683,FDD29,12.15,low fat,0.0184,frozen foods,252.17,OUT046,1997,small,Tier 1,supermarket type1,2283.03
6684,FDE33,19.35,regular,0.0831,fruits and vegetables,80.36,OUT010,1998,medium,Tier 3,grocery store,157.13
6685,FDJ58,15.6,regular,0.1762,snack foods,173.68,OUT010,1998,medium,Tier 3,grocery store,515.33
6686,FDM46,7.36,low fat,0.1602,snack foods,93.51,OUT049,1999,medium,Tier 1,supermarket type1,1677.82
6687,FDD23,9.5,regular,0.0487,starchy foods,187.79,OUT035,2004,small,Tier 2,supermarket type1,2057.99
6688,DRM35,12.86,low fat,0.0701,hard drinks,179.43,OUT027,1985,medium,Tier 3,supermarket type3,5888.34
6689,DRC25,5.73,low fat,0.0456,soft drinks,85.39,OUT018,2009,medium,Tier 3,supermarket type2,1288.32
6690,FDL36,15.1,low fat,0.0762,baking goods,89.78,OUT049,1999,medium,Tier 1,supermarket type1,2247.07
6691,FDD41,6.76,regular,0.0872,frozen foods,105.53,OUT013,1987,high,Tier 3,supermarket type1,1567.96
6692,FDV19,14.85,regular,0.0353,fruits and vegetables,160.96,OUT049,1999,medium,Tier 1,supermarket type1,4813.73
6693,FDR44,6.11,regular,0.1031,fruits and vegetables,131.3,OUT049,1999,medium,Tier 1,supermarket type1,1957.45
6694,FDX50,20.1,low fat,0.075,dairy,110.42,OUT017,2007,medium,Tier 2,supermarket type1,1105.23
6695,DRC25,5.73,low fat,0.0455,soft drinks,85.29,OUT045,2002,medium,Tier 2,supermarket type1,2061.32
6697,FDX22,6.78,regular,0.023,snack foods,208.79,OUT046,1997,small,Tier 1,supermarket type1,5891.0
6698,FDJ50,8.64,low fat,0.0216,canned,52.0,OUT045,2002,medium,Tier 2,supermarket type1,999.37
6699,FDT13,12.86,low fat,0.0325,canned,188.82,OUT019,1985,small,Tier 1,grocery store,753.69
6700,FDN12,15.6,low fat,0.081,baking goods,112.35,OUT013,1987,high,Tier 3,supermarket type1,2572.65
6701,FDD58,7.76,low fat,0.0595,snack foods,98.77,OUT045,2002,medium,Tier 2,supermarket type1,1298.31
6702,FDM04,9.2,regular,0.0471,frozen foods,51.17,OUT013,1987,high,Tier 3,supermarket type1,1179.13
6703,FDA23,9.8,low fat,0.0473,baking goods,102.8,OUT049,1999,medium,Tier 1,supermarket type1,1922.83
6704,FDW28,18.25,low fat,0.1487,frozen foods,197.25,OUT010,1998,medium,Tier 3,grocery store,195.75
6705,FDA45,21.25,low fat,0.156,snack foods,177.34,OUT018,2009,medium,Tier 3,supermarket type2,2822.99
6706,NCO26,7.24,low fat,0.077,household,117.35,OUT045,2002,medium,Tier 2,supermarket type1,1506.04
6707,FDV26,20.25,regular,0.0761,dairy,197.08,OUT035,2004,small,Tier 2,supermarket type1,4681.91
6708,FDC50,12.86,low fat,0.1358,canned,93.81,OUT027,1985,medium,Tier 3,supermarket type3,3237.12
6709,NCV05,12.86,low fat,0.0301,health and hygiene,154.37,OUT027,1985,medium,Tier 3,supermarket type3,2471.45
6710,FDW48,18.0,low fat,0.0086,baking goods,80.26,OUT018,2009,medium,Tier 3,supermarket type2,644.49
6711,FDS55,7.02,low fat,0.0811,fruits and vegetables,148.47,OUT013,1987,high,Tier 3,supermarket type1,3563.36
6712,FDX32,15.1,regular,0.1001,fruits and vegetables,144.08,OUT045,2002,medium,Tier 2,supermarket type1,2600.61
6713,FDC53,8.68,low fat,0.0088,frozen foods,100.04,OUT035,2004,small,Tier 2,supermarket type1,2266.38
6714,FDG35,21.2,regular,0.0071,starchy foods,175.77,OUT018,2009,medium,Tier 3,supermarket type2,1911.51
6715,NCC30,16.6,low fat,0.0462,household,176.63,OUT010,1998,medium,Tier 3,grocery store,356.87
6716,NCZ17,12.15,low fat,0.0796,health and hygiene,37.35,OUT045,2002,medium,Tier 2,supermarket type1,645.16
6717,FDZ56,16.25,low fat,0.0258,fruits and vegetables,169.95,OUT049,1999,medium,Tier 1,supermarket type1,2863.61
6718,NCS05,11.5,low fat,0.021,health and hygiene,133.29,OUT013,1987,high,Tier 3,supermarket type1,2649.88
6719,DRC25,12.86,low fat,0.0,soft drinks,87.39,OUT027,1985,medium,Tier 3,supermarket type3,1374.21
6720,FDW59,13.15,low fat,0.0207,breads,83.56,OUT046,1997,small,Tier 1,supermarket type1,1268.35
6721,FDB36,5.46,regular,0.0488,baking goods,132.16,OUT017,2007,medium,Tier 2,supermarket type1,1573.95
6722,FDT37,14.15,low fat,0.0,canned,253.7,OUT045,2002,medium,Tier 2,supermarket type1,5865.03
6723,FDG47,12.8,low fat,0.0696,starchy foods,261.93,OUT035,2004,small,Tier 2,supermarket type1,4984.18
6724,FDM45,8.65,regular,0.0884,snack foods,119.38,OUT045,2002,medium,Tier 2,supermarket type1,1454.11
6725,FDQ40,12.86,regular,0.0359,frozen foods,176.87,OUT027,1985,medium,Tier 3,supermarket type3,3691.2
6726,FDF34,9.3,regular,0.014,snack foods,199.11,OUT049,1999,medium,Tier 1,supermarket type1,396.82
6727,FDP24,20.6,low fat,0.0835,baking goods,120.88,OUT017,2007,medium,Tier 2,supermarket type1,1211.76
6728,FDT55,12.86,regular,0.0764,fruits and vegetables,155.89,OUT019,1985,small,Tier 1,grocery store,473.38
6729,FDH60,19.7,regular,0.0807,baking goods,197.01,OUT046,1997,small,Tier 1,supermarket type1,3338.99
6730,FDF57,14.5,regular,0.0,fruits and vegetables,169.64,OUT035,2004,small,Tier 2,supermarket type1,2045.34
6731,NCX29,10.0,low fat,0.0892,health and hygiene,147.71,OUT046,1997,small,Tier 1,supermarket type1,437.43
6732,FDD34,7.94,low fat,0.0159,snack foods,161.82,OUT013,1987,high,Tier 3,supermarket type1,2446.82
6733,FDQ15,20.35,regular,0.1513,meat,81.73,OUT049,1999,medium,Tier 1,supermarket type1,2030.69
6734,FDL12,15.85,regular,0.1216,baking goods,60.22,OUT035,2004,small,Tier 2,supermarket type1,539.3
6735,FDS22,16.85,regular,0.0231,snack foods,44.84,OUT013,1987,high,Tier 3,supermarket type1,703.08
6736,NCM29,11.5,low fat,0.0177,health and hygiene,132.96,OUT018,2009,medium,Tier 3,supermarket type2,1442.79
6737,FDO24,11.1,low fat,0.0,baking goods,156.46,OUT049,1999,medium,Tier 1,supermarket type1,2376.91
6738,NCJ43,6.64,low fat,0.0271,household,174.94,OUT046,1997,small,Tier 1,supermarket type1,1744.4
6739,FDA37,7.81,regular,0.0552,canned,123.1,OUT046,1997,small,Tier 1,supermarket type1,871.53
6740,NCM07,9.4,low fat,0.0401,others,85.19,OUT018,2009,medium,Tier 3,supermarket type2,1342.25
6741,FDT49,7.0,low fat,0.1514,canned,108.23,OUT035,2004,small,Tier 2,supermarket type1,1171.81
6742,FDP23,6.71,low fat,0.0356,breads,217.52,OUT035,2004,small,Tier 2,supermarket type1,4572.05
6743,DRF51,15.75,low fat,0.1665,dairy,38.05,OUT018,2009,medium,Tier 3,supermarket type2,265.65
6744,NCZ41,19.85,low fat,0.0648,health and hygiene,123.77,OUT017,2007,medium,Tier 2,supermarket type1,2503.41
6745,DRJ11,9.5,low fat,0.0852,hard drinks,189.29,OUT049,1999,medium,Tier 1,supermarket type1,6050.79
6746,FDP37,15.6,low fat,0.1439,breakfast,127.6,OUT017,2007,medium,Tier 2,supermarket type1,2441.49
6747,FDT60,12.86,low fat,0.1323,baking goods,123.84,OUT019,1985,small,Tier 1,grocery store,123.84
6748,FDA09,13.35,regular,0.1493,snack foods,178.67,OUT035,2004,small,Tier 2,supermarket type1,1797.66
6749,FDJ46,11.1,low fat,0.0448,snack foods,174.21,OUT046,1997,small,Tier 1,supermarket type1,1926.16
6750,FDO48,15.0,regular,0.0268,baking goods,219.75,OUT013,1987,high,Tier 3,supermarket type1,3094.64
6751,FDS59,14.8,regular,0.0441,breads,109.06,OUT018,2009,medium,Tier 3,supermarket type2,1428.14
6752,FDH44,19.1,regular,0.0259,fruits and vegetables,145.74,OUT046,1997,small,Tier 1,supermarket type1,882.85
6753,NCM05,6.82,low fat,0.0598,health and hygiene,264.32,OUT035,2004,small,Tier 2,supermarket type1,4229.16
6754,NCU06,12.86,low fat,0.1303,household,228.0,OUT019,1985,small,Tier 1,grocery store,1148.51
6755,FDV13,17.35,regular,0.0277,canned,88.09,OUT049,1999,medium,Tier 1,supermarket type1,1318.28
6756,FDA23,9.8,low fat,0.0471,baking goods,102.4,OUT013,1987,high,Tier 3,supermarket type1,1720.43
6757,FDJ60,19.35,regular,0.0629,baking goods,164.12,OUT017,2007,medium,Tier 2,supermarket type1,2807.01
6758,FDN13,18.6,low fat,0.1523,breakfast,98.94,OUT049,1999,medium,Tier 1,supermarket type1,1508.04
6759,DRF49,7.27,low fat,0.0711,soft drinks,114.45,OUT035,2004,small,Tier 2,supermarket type1,1366.22
6760,FDK20,12.6,regular,0.0417,fruits and vegetables,122.01,OUT018,2009,medium,Tier 3,supermarket type2,1470.09
6761,FDB27,12.86,low fat,0.0551,dairy,196.78,OUT027,1985,medium,Tier 3,supermarket type3,5912.3
6762,NCS18,12.65,low fat,0.0422,household,108.69,OUT046,1997,small,Tier 1,supermarket type1,1393.52
6763,FDZ49,12.86,regular,0.1325,canned,220.38,OUT027,1985,medium,Tier 3,supermarket type3,5289.12
6764,FDN32,17.5,low fat,0.0156,fruits and vegetables,184.73,OUT035,2004,small,Tier 2,supermarket type1,2213.12
6766,NCD31,12.1,low fat,0.0155,household,165.55,OUT018,2009,medium,Tier 3,supermarket type2,3453.5
6767,NCV30,12.86,low fat,0.0656,household,62.35,OUT027,1985,medium,Tier 3,supermarket type3,2150.53
6768,FDY49,17.2,regular,0.012,canned,166.62,OUT049,1999,medium,Tier 1,supermarket type1,1155.83
6769,FDM10,12.86,low fat,0.0756,snack foods,215.12,OUT027,1985,medium,Tier 3,supermarket type3,3205.83
6770,FDT11,5.94,regular,0.0294,breads,186.76,OUT046,1997,small,Tier 1,supermarket type1,3942.87
6771,FDD39,16.7,low fat,0.0701,dairy,217.88,OUT013,1987,high,Tier 3,supermarket type1,3894.93
6772,NCL31,7.39,low fat,0.1203,others,141.55,OUT035,2004,small,Tier 2,supermarket type1,2290.35
6773,FDZ47,20.7,regular,0.0793,baking goods,100.1,OUT035,2004,small,Tier 2,supermarket type1,892.84
6774,NCU18,12.86,low fat,0.0978,household,142.45,OUT019,1985,small,Tier 1,grocery store,564.6
6775,FDJ58,12.86,regular,0.1048,snack foods,172.28,OUT027,1985,medium,Tier 3,supermarket type3,1545.99
6776,FDX12,18.2,regular,0.0436,baking goods,241.42,OUT010,1998,medium,Tier 3,grocery store,482.04
6777,FDV60,20.2,regular,0.1178,baking goods,195.21,OUT018,2009,medium,Tier 3,supermarket type2,2356.93
6778,NCB19,12.86,low fat,0.0899,household,84.59,OUT027,1985,medium,Tier 3,supermarket type3,2061.32
6779,FDH45,12.86,regular,0.185,fruits and vegetables,42.38,OUT019,1985,small,Tier 1,grocery store,123.84
6780,FDB03,17.75,regular,0.1567,dairy,240.75,OUT013,1987,high,Tier 3,supermarket type1,4566.72
